indicator,zone,year,Type_ID,el
Storage Capacity,DE,2020,ror,0.0
Storage Capacity,DE,2020,wind_off,0.0
Storage Capacity,DE,2020,wind_on,0.0
Installed Capacity Out,CH,2030,bio,1.197
Installed Capacity Out,CH,2030,coal_sub,0.0
Installed Capacity Out,CH,2030,hyd_psp_day,3.989
Installed Capacity Out,CH,2030,hyd_res_day,8.152
Installed Capacity Out,CH,2030,lig_boa,0.0
Installed Capacity Out,CH,2030,lig_stm,4.42
Installed Capacity Out,CH,2030,ng_cc_hi,0.889
Installed Capacity Out,CH,2030,nuc,1.19
Installed Capacity Out,CH,2030,pv,5.5
Installed Capacity Out,CH,2030,ror,4.113
Installed Capacity Out,CH,2030,wind_on,0.255
Installed Capacity In,CH,2030,coal_sub,0.0
Installed Capacity In,CH,2030,lig_boa,0.0
Installed Capacity In,CH,2030,lig_stm,0.0
Installed Capacity In,CH,2030,nuc,0.0
Installed Capacity In,CH,2030,pv,0.0
Installed Capacity In,CH,2030,ror,0.0
Installed Capacity In,CH,2030,wind_on,0.0
Storage Capacity,CH,2030,coal_sub,0.0
Storage Capacity,CH,2030,lig_boa,0.0
Storage Capacity,CH,2030,lig_stm,0.0
Storage Capacity,CH,2030,nuc,0.0
Storage Capacity,CH,2030,pv,0.0
Storage Capacity,CH,2030,ror,0.0
Storage Capacity,CH,2030,wind_on,0.0
Installed Capacity Out,CZ,2030,battery,0.453
Installed Capacity Out,CZ,2030,bio,1.063
Installed Capacity Out,CZ,2030,coal_sub,0.372
Installed Capacity Out,CZ,2030,coal_usc_chp,1.225
Installed Capacity Out,CZ,2030,hyd_psp_day,1.158
Installed Capacity Out,CZ,2030,hyd_res_day,0.7
Installed Capacity Out,CZ,2030,lig_boa,0.6
Installed Capacity Out,CZ,2030,lig_stm,0.0
Installed Capacity Out,CZ,2030,ng_cc_hi,0.886
Installed Capacity Out,CZ,2030,ng_cc_lo,0.462
Installed Capacity Out,CZ,2030,nuc,4.041
Installed Capacity Out,CZ,2030,oil_stm,0.014
Installed Capacity Out,CZ,2030,pv,4.9
Installed Capacity Out,CZ,2030,ror,0.395
Installed Capacity Out,CZ,2030,wind_on,0.96
Installed Capacity In,CZ,2030,coal_sub,0.0
Installed Capacity In,CZ,2030,lig_boa,0.0
Installed Capacity In,CZ,2030,lig_stm,0.0
Installed Capacity In,CZ,2030,nuc,0.0
Installed Capacity In,CZ,2030,pv,0.0
Installed Capacity In,CZ,2030,ror,0.0
Installed Capacity In,CZ,2030,wind_on,0.0
Storage Capacity,CZ,2030,coal_sub,0.0
Storage Capacity,CZ,2030,lig_boa,0.0
Storage Capacity,CZ,2030,lig_stm,0.0
Storage Capacity,CZ,2030,nuc,0.0
Storage Capacity,CZ,2030,pv,0.0
Storage Capacity,CZ,2030,ror,0.0
Storage Capacity,CZ,2030,wind_on,0.0
Installed Capacity Out,HU,2030,bio,0.577
Installed Capacity Out,HU,2030,coal_sub,0.0
Installed Capacity Out,HU,2030,coal_usc_chp,0.454
Installed Capacity Out,HU,2030,lig_boa,0.0
Installed Capacity Out,HU,2030,lig_stm,0.0
Installed Capacity Out,HU,2030,ng_cbt_hi,0.114
Installed Capacity Out,HU,2030,ng_cc_hi,0.834
Installed Capacity Out,HU,2030,ng_cc_lo,1.167
Installed Capacity Out,HU,2030,nuc,4.248
Installed Capacity Out,HU,2030,oil_stm,0.41
Installed Capacity Out,HU,2030,pv,6.645
Installed Capacity Out,HU,2030,ror,0.057
Installed Capacity Out,HU,2030,wind_on,0.0
Installed Capacity In,HU,2030,coal_sub,0.0
Installed Capacity In,HU,2030,lig_boa,0.0
Installed Capacity In,HU,2030,lig_stm,0.0
Installed Capacity In,HU,2030,nuc,0.0
Installed Capacity In,HU,2030,pv,0.0
Installed Capacity In,HU,2030,ror,0.0
Installed Capacity In,HU,2030,wind_on,0.0
Storage Capacity,HU,2030,coal_sub,0.0
Storage Capacity,HU,2030,lig_boa,0.0
Storage Capacity,HU,2030,lig_stm,0.0
Storage Capacity,HU,2030,nuc,0.0
Storage Capacity,HU,2030,pv,0.0
Storage Capacity,HU,2030,ror,0.0
Storage Capacity,HU,2030,wind_on,0.0
Installed Capacity Out,IT,2030,bio,2.266
Installed Capacity Out,IT,2030,coal_sub,0.0
Installed Capacity Out,IT,2030,coal_usc_chp,3.242
Installed Capacity Out,IT,2030,hyd_psp_day,4.872
Installed Capacity Out,IT,2030,hyd_res_day,7.015
Installed Capacity Out,IT,2030,lig_boa,0.0
Installed Capacity Out,IT,2030,lig_stm,0.0
Installed Capacity Out,IT,2030,ng_cbt_hi,2.846
Installed Capacity Out,IT,2030,ng_cc_hi,15.2
Installed Capacity Out,IT,2030,ng_cc_lo,4.482
Installed Capacity Out,IT,2030,nuc,0.0
Installed Capacity Out,IT,2030,pv,23.656
Installed Capacity Out,IT,2030,ror,4.68
Installed Capacity Out,IT,2030,wind_on,0.12
Installed Capacity In,IT,2030,coal_sub,0.0
Installed Capacity In,IT,2030,lig_boa,0.0
Installed Capacity In,IT,2030,lig_stm,0.0
Installed Capacity In,IT,2030,nuc,0.0
Installed Capacity In,IT,2030,pv,0.0
Installed Capacity In,IT,2030,ror,0.0
Installed Capacity In,IT,2030,wind_on,0.0
Storage Capacity,IT,2030,coal_sub,0.0
Storage Capacity,IT,2030,lig_boa,0.0
Storage Capacity,IT,2030,lig_stm,0.0
Storage Capacity,IT,2030,nuc,0.0
Storage Capacity,IT,2030,pv,0.0
Storage Capacity,IT,2030,ror,0.0
Storage Capacity,IT,2030,wind_on,0.0
Installed Capacity Out,SI,2030,battery,0.01
Installed Capacity Out,SI,2030,bio,0.049
Installed Capacity Out,SI,2030,coal_sub,0.045
Installed Capacity Out,SI,2030,coal_usc_chp,0.158
Installed Capacity Out,SI,2030,hyd_psp_day,0.185
Installed Capacity Out,SI,2030,lig_boa,0.0
Installed Capacity Out,SI,2030,lig_stm,0.844
Installed Capacity Out,SI,2030,ng_cbt_lo,0.415
Installed Capacity Out,SI,2030,ng_cc_hi,0.139
Installed Capacity Out,SI,2030,nuc,0.703
Installed Capacity Out,SI,2030,pv,1.81
Installed Capacity Out,SI,2030,ror,1.206
Installed Capacity Out,SI,2030,wind_on,0.15
Installed Capacity In,SI,2030,coal_sub,0.0
Installed Capacity In,SI,2030,lig_boa,0.0
Installed Capacity In,SI,2030,lig_stm,0.0
Installed Capacity In,SI,2030,nuc,0.0
Installed Capacity In,SI,2030,pv,0.0
Installed Capacity In,SI,2030,ror,0.0
Installed Capacity In,SI,2030,wind_on,0.0
Storage Capacity,SI,2030,coal_sub,0.0
Storage Capacity,SI,2030,lig_boa,0.0
Storage Capacity,SI,2030,lig_stm,0.0
Storage Capacity,SI,2030,nuc,0.0
Storage Capacity,SI,2030,pv,0.0
Storage Capacity,SI,2030,ror,0.0
Storage Capacity,SI,2030,wind_on,0.0
